trip_log_id,driver_id,vehicle_id,car_name,current_battery_pct,battery_capacity_kwh,current_speed_kmh,ac_status,route_type,outside_temperature_c,elevation_ahead,driver_efficiency_score,distance_to_destination_km,actual_remaining_range_km
RT_LOG_00998,USR_DRV_06,EV_07,MG Windsor,16.4,52.9,109.4,0,Highway,5.9,Downhill,0.94,53.6,57.9
RT_LOG_00999,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,94.8,39.4,98,0,Highway,18.6,Uphill,0.98,137.2,267.2
RT_LOG_01000,USR_DRV_10,EV_04,MG Windsor,82.7,52.9,112.3,1,Highway,35.7,Flat,0.9,26.8,242.3
RT_LOG_01001,USR_DRV_02,EV_02,Tata Punch,96.3,40,37.6,1,City,24.9,Flat,0.95,81.5,288.9
RT_LOG_01002,USR_DRV_08,EV_09,Tata Punch,56.8,40,82.1,1,Highway,38.7,Uphill,0.77,116.3,92.1
RT_LOG_01003,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,77.3,39.4,42.7,1,City,32.1,Uphill,0.81,56,197.7
RT_LOG_01004,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,64.5,39.4,105.4,0,Highway,26.1,Flat,0.98,40.5,247.5
RT_LOG_01005,USR_DRV_10,EV_03,Tata Punch,64.5,40,85.4,0,Highway,8,Uphill,0.85,26.5,126.9
RT_LOG_01006,USR_DRV_04,EV_03,Tata Punch,88.9,40,21.7,1,City,14.7,Downhill,0.91,73.1,292.8
RT_LOG_01007,USR_DRV_01,EV_07,MG Windsor,12.2,52.9,54.6,0,City,24.1,Downhill,0.98,136.1,63.9
RT_LOG_01008,USR_DRV_07,EV_09,Tata Punch,31.7,40,75.4,1,Highway,26.9,Downhill,0.73,109.7,78.2
RT_LOG_01009,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,92,39.4,103.3,1,Highway,15.7,Uphill,0.91,111.3,215.5
RT_LOG_01010,USR_DRV_10,EV_09,Tata Punch,17.5,40,38.7,1,City,29.9,Uphill,0.81,68.6,33.9
RT_LOG_01011,USR_DRV_10,EV_05,Mahindra XUV 3XO EV,95,39.4,24.3,1,City,17.6,Downhill,0.86,81.2,395.9
RT_LOG_01012,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,39.1,39.4,104.1,0,Highway,6.6,Downhill,0.96,111,145.8
RT_LOG_01013,USR_DRV_05,EV_10,Tata Punch,89.2,40,74.5,1,Highway,11.1,Uphill,0.78,68.6,151.5
RT_LOG_01014,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,99,39.4,52,1,City,10.2,Flat,0.87,78.8,334.8
RT_LOG_01015,USR_DRV_10,EV_01,MG Windsor,96.4,52.9,15.3,0,City,18.7,Uphill,0.98,87.8,335.4
RT_LOG_01016,USR_DRV_09,EV_03,Tata Punch,84.8,40,111.3,0,Highway,21.4,Uphill,0.85,17.6,156.4
RT_LOG_01017,USR_DRV_05,EV_02,Tata Punch,97.2,40,44.8,0,City,31.9,Uphill,0.75,53.6,197.8
RT_LOG_01018,USR_DRV_09,EV_02,Tata Punch,73.6,40,110.2,0,Highway,21,Downhill,0.94,51,235.4
RT_LOG_01019,USR_DRV_01,EV_01,MG Windsor,32.1,52.9,109.2,0,Highway,29.9,Uphill,0.84,75.3,75.3
RT_LOG_01020,USR_DRV_08,EV_05,Mahindra XUV 3XO EV,21.9,39.4,53,0,City,5.1,Flat,0.85,93.6,77.2
RT_LOG_01021,USR_DRV_01,EV_07,MG Windsor,71.9,52.9,98.4,0,Highway,28.6,Uphill,0.86,143.4,179.3
RT_LOG_01022,USR_DRV_04,EV_05,Mahindra XUV 3XO EV,70.1,39.4,105.9,1,Highway,27.1,Downhill,0.84,19,228.6
RT_LOG_01023,USR_DRV_05,EV_07,MG Windsor,97.2,52.9,81.1,1,Highway,9.3,Uphill,0.99,100.8,259.9
RT_LOG_01024,USR_DRV_07,EV_03,Tata Punch,79.6,40,107.8,1,Highway,27.2,Downhill,0.77,47.2,181.9
RT_LOG_01025,USR_DRV_07,EV_01,MG Windsor,60.6,52.9,81.8,1,Highway,20.2,Uphill,0.83,42.8,146.4
RT_LOG_01026,USR_DRV_08,EV_04,MG Windsor,40.6,52.9,27.3,1,City,13.2,Flat,0.86,118,138.6
RT_LOG_01027,USR_DRV_10,EV_10,Tata Punch,39.7,40,53,0,City,34.7,Flat,0.93,53.3,129.3
RT_LOG_01028,USR_DRV_09,EV_02,Tata Punch,68.9,40,29.5,0,City,41.5,Downhill,0.82,109.1,211.7
RT_LOG_01029,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,39.8,39.4,37.1,0,City,39.8,Flat,0.95,114.5,167.1
RT_LOG_01030,USR_DRV_09,EV_07,MG Windsor,81.2,52.9,21.3,1,City,5.9,Downhill,0.93,40.9,309.7
RT_LOG_01031,USR_DRV_02,EV_07,MG Windsor,69,52.9,47.7,1,City,36.9,Flat,0.72,109.7,197.6
RT_LOG_01032,USR_DRV_07,EV_01,MG Windsor,11.3,52.9,18.8,1,City,12.2,Downhill,0.96,118.8,49.1
RT_LOG_01033,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,34.7,39.4,19,1,City,18.9,Uphill,0.73,145.2,80.4
RT_LOG_01034,USR_DRV_08,EV_05,Mahindra XUV 3XO EV,91.7,39.4,30.3,1,City,31.9,Uphill,0.93,108.6,269.2
RT_LOG_01035,USR_DRV_10,EV_01,MG Windsor,45.8,52.9,32.9,1,City,25.8,Downhill,0.79,25.8,173.4
RT_LOG_01036,USR_DRV_02,EV_02,Tata Punch,60.5,40,49.6,1,City,27,Flat,0.74,94.4,142.6
RT_LOG_01037,USR_DRV_10,EV_04,MG Windsor,15.3,52.9,81.3,1,Highway,32.4,Flat,0.71,104.9,43.3
RT_LOG_01038,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,72.1,39.4,94.6,1,Highway,40.5,Flat,0.8,107.8,180.1
RT_LOG_01039,USR_DRV_02,EV_02,Tata Punch,48.3,40,30,0,City,11,Downhill,0.74,33.6,142.2
RT_LOG_01040,USR_DRV_02,EV_01,MG Windsor,89.7,52.9,77.7,1,Highway,10.2,Downhill,0.83,6.3,311.6
RT_LOG_01041,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,57,39.4,95.4,0,Highway,10.2,Downhill,0.91,121.4,217.3
RT_LOG_01042,USR_DRV_06,EV_09,Tata Punch,64.4,40,90.8,1,Highway,39.3,Downhill,1,139.5,175.2
RT_LOG_01043,USR_DRV_08,EV_01,MG Windsor,38.6,52.9,21,0,City,41.8,Flat,0.79,32.2,130.8
RT_LOG_01044,USR_DRV_09,EV_08,Mahindra XUV 3XO EV,39.8,39.4,40,0,City,7.5,Downhill,0.87,37.8,170
RT_LOG_01045,USR_DRV_04,EV_05,Mahindra XUV 3XO EV,35.6,39.4,96.3,1,Highway,18.6,Uphill,0.98,86.4,90.1
RT_LOG_01046,USR_DRV_04,EV_02,Tata Punch,63.3,40,44.2,1,City,11.6,Downhill,0.73,120.5,161.3
RT_LOG_01047,USR_DRV_07,EV_06,Mahindra XUV 3XO EV,61.8,39.4,113.5,1,Highway,12.7,Flat,0.94,148.4,188.9
RT_LOG_01048,USR_DRV_10,EV_03,Tata Punch,22.9,40,109.4,1,Highway,7.9,Flat,0.74,122,38.6
RT_LOG_01049,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,37.2,39.4,24.6,1,City,19,Uphill,0.91,56.5,109
RT_LOG_01050,USR_DRV_06,EV_09,Tata Punch,17,40,53.2,1,City,31.3,Uphill,0.87,76.1,37.1
RT_LOG_01051,USR_DRV_02,EV_09,Tata Punch,91,40,78,1,Highway,36.6,Downhill,0.8,66.5,243.2
RT_LOG_01052,USR_DRV_04,EV_07,MG Windsor,43.7,52.9,22.8,1,City,24.5,Flat,0.88,52.6,162
RT_LOG_01053,USR_DRV_05,EV_09,Tata Punch,92.9,40,71.5,1,Highway,28.7,Uphill,0.71,105.8,148.7
RT_LOG_01054,USR_DRV_01,EV_10,Tata Punch,84.1,40,114.9,1,Highway,23.1,Uphill,0.92,98.9,150
RT_LOG_01055,USR_DRV_02,EV_01,MG Windsor,43.3,52.9,43.2,0,City,37.2,Flat,0.72,125.9,137.1
RT_LOG_01056,USR_DRV_08,EV_01,MG Windsor,38.3,52.9,114.3,0,Highway,29.2,Downhill,0.71,126.4,121.4
RT_LOG_01057,USR_DRV_06,EV_03,Tata Punch,91.5,40,93.2,1,Highway,20.4,Downhill,0.9,14.4,246.3
RT_LOG_01058,USR_DRV_09,EV_03,Tata Punch,75.6,40,21.9,0,City,15.2,Flat,0.91,64.3,250
RT_LOG_01059,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,34.6,39.4,75.3,1,Highway,26,Downhill,0.73,139.9,114.1
RT_LOG_01060,USR_DRV_02,EV_03,Tata Punch,75.7,40,27.7,0,City,33.4,Flat,0.77,59.3,205.7
RT_LOG_01061,USR_DRV_04,EV_05,Mahindra XUV 3XO EV,85.4,39.4,44.9,0,City,16.5,Uphill,0.91,30.8,276.9
RT_LOG_01062,USR_DRV_06,EV_07,MG Windsor,30.3,52.9,25.9,0,City,11.6,Uphill,0.78,68.7,76.9
RT_LOG_01063,USR_DRV_06,EV_10,Tata Punch,42.7,40,107.3,0,Highway,6.4,Downhill,0.82,83,101.1
RT_LOG_01064,USR_DRV_07,EV_06,Mahindra XUV 3XO EV,68.1,39.4,79.3,1,Highway,8.4,Flat,0.78,72.8,189.2
RT_LOG_01065,USR_DRV_02,EV_09,Tata Punch,69.2,40,34,1,City,26.7,Uphill,0.87,100.5,146.3
RT_LOG_01066,USR_DRV_06,EV_02,Tata Punch,66.7,40,21.4,1,City,17.4,Downhill,0.97,32.1,236.3
RT_LOG_01067,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,59.2,39.4,32.6,1,City,27,Downhill,0.83,62.9,240.1
RT_LOG_01068,USR_DRV_05,EV_06,Mahindra XUV 3XO EV,64.1,39.4,100.5,1,Highway,6.5,Flat,0.93,135.6,177.4
RT_LOG_01069,USR_DRV_07,EV_07,MG Windsor,79.7,52.9,96.7,0,Highway,24,Uphill,0.97,145,223.9
RT_LOG_01070,USR_DRV_04,EV_10,Tata Punch,77.7,40,41.5,0,City,40.9,Uphill,0.94,25.5,179.9
RT_LOG_01071,USR_DRV_07,EV_03,Tata Punch,51.5,40,23,0,City,16.1,Flat,0.76,129.4,141.4
RT_LOG_01072,USR_DRV_04,EV_03,Tata Punch,71.6,40,70.2,0,Highway,17.8,Uphill,0.86,62.1,157.6
RT_LOG_01073,USR_DRV_08,EV_07,MG Windsor,84.8,52.9,45.5,0,City,19.3,Uphill,0.93,24.4,280.5
RT_LOG_01074,USR_DRV_05,EV_07,MG Windsor,63.7,52.9,28.9,0,City,13.2,Downhill,0.75,39.1,251.2
RT_LOG_01075,USR_DRV_09,EV_01,MG Windsor,65,52.9,111.2,0,Highway,10.1,Flat,0.71,48.8,160.7
RT_LOG_01076,USR_DRV_07,EV_03,Tata Punch,48.3,40,84,1,Highway,6.3,Uphill,0.75,62.7,71.8
RT_LOG_01077,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,82.6,39.4,100.9,0,Highway,29.3,Uphill,0.94,6.8,224.6
RT_LOG_01078,USR_DRV_10,EV_09,Tata Punch,44.6,40,70.5,1,Highway,20.6,Flat,0.79,42.5,107.8
RT_LOG_01079,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,55.2,39.4,102,1,Highway,9.1,Flat,0.99,82.1,169.2
RT_LOG_01080,USR_DRV_02,EV_03,Tata Punch,10.6,40,78.9,1,Highway,21.1,Uphill,0.78,22.6,18.8
RT_LOG_01081,USR_DRV_06,EV_01,MG Windsor,90,52.9,81.4,1,Highway,30,Flat,0.86,30.9,305
RT_LOG_01082,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,39.2,39.4,38.8,1,City,32.1,Downhill,0.92,41.1,172.1
RT_LOG_01083,USR_DRV_02,EV_03,Tata Punch,75.4,40,89.4,1,Highway,17.8,Uphill,0.91,40.4,158.2
RT_LOG_01084,USR_DRV_09,EV_10,Tata Punch,51.3,40,28.1,0,City,10.4,Downhill,0.89,132.9,176.4
RT_LOG_01085,USR_DRV_02,EV_06,Mahindra XUV 3XO EV,93.5,39.4,89,0,Highway,11.8,Downhill,0.78,99.7,366.4
RT_LOG_01086,USR_DRV_07,EV_02,Tata Punch,81.4,40,114.8,0,Highway,30.7,Flat,0.81,73.6,194.9
RT_LOG_01087,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,77.2,39.4,26.1,0,City,27.4,Flat,0.9,44.5,332.1
RT_LOG_01088,USR_DRV_01,EV_07,MG Windsor,69.1,52.9,82,1,Highway,8.6,Flat,0.71,52.1,172.6
RT_LOG_01089,USR_DRV_05,EV_10,Tata Punch,84.4,40,98.6,1,Highway,25,Uphill,0.98,6.8,159.1
RT_LOG_01090,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,23.7,39.4,79.5,0,Highway,29.9,Uphill,0.82,100.8,66.9
RT_LOG_01091,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,60.5,39.4,73.7,1,Highway,16.2,Uphill,0.84,72.8,150.9
RT_LOG_01092,USR_DRV_10,EV_03,Tata Punch,66.2,40,88.7,0,Highway,32.8,Uphill,0.87,76.2,146.2
RT_LOG_01093,USR_DRV_09,EV_03,Tata Punch,44.1,40,18.9,0,City,12.8,Flat,0.87,30.9,132.4
RT_LOG_01094,USR_DRV_07,EV_09,Tata Punch,46.8,40,31.7,1,City,16.8,Uphill,0.89,101.3,100.7
RT_LOG_01095,USR_DRV_06,EV_09,Tata Punch,58.2,40,80.1,1,Highway,23.3,Uphill,0.79,139.1,102.6
RT_LOG_01096,USR_DRV_03,EV_07,MG Windsor,36,52.9,104.3,0,Highway,30.3,Flat,0.82,99.7,115.5
RT_LOG_01097,USR_DRV_07,EV_04,MG Windsor,67.3,52.9,20.5,0,City,27.2,Downhill,0.82,8.3,299.9
RT_LOG_01098,USR_DRV_03,EV_10,Tata Punch,66.3,40,53.1,0,City,32.5,Downhill,0.82,79.1,223.5
RT_LOG_01099,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,43.2,39.4,22,0,City,16.9,Uphill,0.72,9.5,112.2
RT_LOG_01100,USR_DRV_08,EV_04,MG Windsor,71.5,52.9,114.5,0,Highway,41,Downhill,0.89,121.5,256.2
RT_LOG_01101,USR_DRV_03,EV_04,MG Windsor,51.6,52.9,15.3,0,City,30.2,Uphill,0.96,149.4,177.3
RT_LOG_01102,USR_DRV_02,EV_07,MG Windsor,96.2,52.9,43.6,0,City,21.2,Downhill,0.72,122.7,377.5
RT_LOG_01103,USR_DRV_01,EV_06,Mahindra XUV 3XO EV,45.9,39.4,89.3,0,Highway,8.8,Uphill,0.93,89.1,134.2
RT_LOG_01104,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,47.2,39.4,76.4,0,Highway,34.4,Flat,0.78,52.9,165
RT_LOG_01105,USR_DRV_08,EV_08,Mahindra XUV 3XO EV,77.7,39.4,85.4,1,Highway,17.2,Uphill,0.91,87.4,213.4
RT_LOG_01106,USR_DRV_03,EV_03,Tata Punch,57,40,23.8,1,City,25.9,Downhill,0.79,142,163
RT_LOG_01107,USR_DRV_05,EV_08,Mahindra XUV 3XO EV,74.2,39.4,76.9,0,Highway,10.4,Uphill,0.96,42.3,225.2
RT_LOG_01108,USR_DRV_04,EV_10,Tata Punch,37.3,40,25.4,1,City,22.6,Flat,0.99,98.4,118.2
RT_LOG_01109,USR_DRV_09,EV_06,Mahindra XUV 3XO EV,57.1,39.4,108.9,1,Highway,29,Downhill,0.84,75.2,187.4
RT_LOG_01110,USR_DRV_02,EV_06,Mahindra XUV 3XO EV,30.2,39.4,24,1,City,27.5,Downhill,0.94,99.2,136.7
RT_LOG_01111,USR_DRV_08,EV_10,Tata Punch,92.1,40,48.6,0,City,32.4,Uphill,0.9,62.8,221.9
RT_LOG_01112,USR_DRV_06,EV_09,Tata Punch,16,40,53.8,0,City,21.5,Downhill,0.77,42.1,52.8
RT_LOG_01113,USR_DRV_04,EV_04,MG Windsor,72.1,52.9,78,1,Highway,25.4,Flat,0.92,111.3,264.6
RT_LOG_01114,USR_DRV_03,EV_09,Tata Punch,37.2,40,24.1,1,City,22.2,Downhill,0.96,12.4,132.7
RT_LOG_01115,USR_DRV_02,EV_04,MG Windsor,53,52.9,73.8,0,Highway,8.7,Downhill,0.76,75.6,188.7
RT_LOG_01116,USR_DRV_10,EV_07,MG Windsor,87.5,52.9,43.8,1,City,33.8,Flat,0.88,97.1,315.2
RT_LOG_01117,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,77.9,39.4,92.2,0,Highway,17.2,Uphill,0.85,143,191.3
RT_LOG_01118,USR_DRV_09,EV_04,MG Windsor,40.7,52.9,98.2,0,Highway,41.2,Flat,0.85,51.3,122.7
RT_LOG_01119,USR_DRV_08,EV_08,Mahindra XUV 3XO EV,24.7,39.4,45.4,1,City,8.5,Uphill,0.8,104.6,58.3
RT_LOG_01120,USR_DRV_04,EV_02,Tata Punch,78.7,40,27.3,1,City,16.8,Downhill,0.84,104.3,244.9
RT_LOG_01121,USR_DRV_04,EV_10,Tata Punch,70.5,40,77,1,Highway,34.1,Flat,0.88,27.8,187.1
RT_LOG_01122,USR_DRV_08,EV_10,Tata Punch,81,40,80.3,1,Highway,22.5,Uphill,0.81,49.4,150.8
RT_LOG_01123,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,37.7,39.4,104.3,0,Highway,33.2,Uphill,0.72,64.3,78.8
RT_LOG_01124,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,79,39.4,47.7,0,City,12.7,Downhill,0.78,125.7,324.7
RT_LOG_01125,USR_DRV_07,EV_07,MG Windsor,39.3,52.9,46.9,1,City,36.7,Flat,0.72,28.3,113.2
RT_LOG_01126,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,95.7,39.4,46.2,1,City,30.4,Downhill,0.85,45.6,394.8
RT_LOG_01127,USR_DRV_07,EV_01,MG Windsor,19.1,52.9,82.4,1,Highway,21.2,Uphill,0.73,24.5,42.8
RT_LOG_01128,USR_DRV_06,EV_07,MG Windsor,84.2,52.9,38.6,0,City,25.8,Uphill,0.77,88,230.8
RT_LOG_01129,USR_DRV_05,EV_09,Tata Punch,57.8,40,101,0,Highway,33.6,Flat,0.96,106.4,161.5
RT_LOG_01130,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,77.3,39.4,22.4,1,City,13.4,Uphill,0.8,103.3,192
RT_LOG_01131,USR_DRV_05,EV_10,Tata Punch,77.3,40,20.6,1,City,20.8,Uphill,0.94,125.6,171.1
RT_LOG_01132,USR_DRV_09,EV_06,Mahindra XUV 3XO EV,11.5,39.4,114.8,1,Highway,34.2,Uphill,0.78,53.4,19.8
RT_LOG_01133,USR_DRV_02,EV_10,Tata Punch,18.3,40,36.3,0,City,26.2,Uphill,0.88,149,45.3
RT_LOG_01134,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,51.9,39.4,41,0,City,11.7,Downhill,0.8,81.5,218.5
RT_LOG_01135,USR_DRV_07,EV_01,MG Windsor,46.1,52.9,70.3,1,Highway,5.7,Flat,0.8,26.8,127.5
RT_LOG_01136,USR_DRV_10,EV_06,Mahindra XUV 3XO EV,57.9,39.4,45.8,1,City,38.1,Downhill,0.96,27.1,254.5
RT_LOG_01137,USR_DRV_04,EV_05,Mahindra XUV 3XO EV,26.3,39.4,36.3,0,City,33.8,Downhill,0.8,15,116
RT_LOG_01138,USR_DRV_04,EV_04,MG Windsor,28.2,52.9,32,1,City,13.6,Flat,0.93,9,108.8
RT_LOG_01139,USR_DRV_08,EV_02,Tata Punch,85.1,40,71.1,0,Highway,19.1,Uphill,0.83,33.8,184.4
RT_LOG_01140,USR_DRV_10,EV_02,Tata Punch,18.4,40,35.3,0,City,11,Flat,0.74,75.9,47
RT_LOG_01141,USR_DRV_06,EV_07,MG Windsor,27.2,52.9,47,1,City,22.7,Downhill,0.73,71.3,91.8
RT_LOG_01142,USR_DRV_07,EV_07,MG Windsor,96.5,52.9,29.2,1,City,36,Uphill,0.98,99.5,280.9
RT_LOG_01143,USR_DRV_02,EV_07,MG Windsor,88.8,52.9,53.1,1,City,32,Uphill,0.71,127.9,194.2
RT_LOG_01144,USR_DRV_01,EV_03,Tata Punch,56.7,40,42.8,0,City,7.3,Flat,0.96,100.8,173.6
RT_LOG_01145,USR_DRV_07,EV_03,Tata Punch,47.7,40,52.5,0,City,32.5,Downhill,0.75,132.5,145.9
RT_LOG_01146,USR_DRV_03,EV_01,MG Windsor,54.8,52.9,88.2,1,Highway,38.6,Uphill,0.89,9.1,132.1
RT_LOG_01147,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,13.1,39.4,51.5,0,City,25,Downhill,0.92,29.6,64
RT_LOG_01148,USR_DRV_06,EV_04,MG Windsor,18.3,52.9,19.5,1,City,22.2,Uphill,0.96,82.8,52.5
RT_LOG_01149,USR_DRV_10,EV_01,MG Windsor,38,52.9,110.5,1,Highway,9.7,Downhill,0.86,143.8,117.2
RT_LOG_01150,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,54.4,39.4,20,0,City,34.8,Flat,0.77,16.9,192.5
RT_LOG_01151,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,89.8,39.4,25,1,City,11.8,Downhill,0.79,108,327
RT_LOG_01152,USR_DRV_10,EV_09,Tata Punch,56.5,40,104.2,0,Highway,17.1,Uphill,0.9,89,114.4
RT_LOG_01153,USR_DRV_01,EV_07,MG Windsor,66.9,52.9,54.2,0,City,10.3,Flat,0.95,39.5,277.9
RT_LOG_01154,USR_DRV_01,EV_10,Tata Punch,53.3,40,78.4,1,Highway,21.7,Flat,0.84,43.1,135.6
RT_LOG_01155,USR_DRV_05,EV_09,Tata Punch,93.1,40,114.9,0,Highway,14.4,Uphill,0.93,71.2,186.3
RT_LOG_01156,USR_DRV_06,EV_09,Tata Punch,33.7,40,89.2,0,Highway,40.7,Flat,0.73,146.4,79.5
RT_LOG_01157,USR_DRV_02,EV_09,Tata Punch,74.1,40,49.9,1,City,21.7,Downhill,1,17,273.9
RT_LOG_01158,USR_DRV_09,EV_03,Tata Punch,45.8,40,20.7,0,City,33.7,Flat,0.92,56.3,150.6
RT_LOG_01159,USR_DRV_03,EV_10,Tata Punch,87.4,40,47,1,City,25,Downhill,0.98,82,313.2
RT_LOG_01160,USR_DRV_02,EV_03,Tata Punch,67.1,40,48.7,0,City,25,Downhill,0.83,34.3,229.3
RT_LOG_01161,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,45.1,39.4,110.2,1,Highway,16.9,Downhill,0.98,5.1,171.9
RT_LOG_01162,USR_DRV_09,EV_05,Mahindra XUV 3XO EV,28.8,39.4,17.4,1,City,10.2,Uphill,0.95,115.9,82.1
RT_LOG_01163,USR_DRV_04,EV_07,MG Windsor,80.8,52.9,87.6,0,Highway,14.2,Uphill,0.72,144.7,192.2
RT_LOG_01164,USR_DRV_07,EV_02,Tata Punch,75.3,40,23.2,0,City,29.9,Uphill,0.7,22,142.1
RT_LOG_01165,USR_DRV_02,EV_10,Tata Punch,52.4,40,83.4,0,Highway,25,Downhill,0.84,15.2,177.5
RT_LOG_01166,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,95.5,39.4,30.3,1,City,9.2,Uphill,0.83,29.4,230
RT_LOG_01167,USR_DRV_08,EV_05,Mahindra XUV 3XO EV,30.2,39.4,18.5,1,City,13.9,Downhill,0.85,106.7,121.9
RT_LOG_01168,USR_DRV_01,EV_02,Tata Punch,87.9,40,107.9,1,Highway,38.5,Downhill,0.85,65.8,209.3
RT_LOG_01169,USR_DRV_06,EV_02,Tata Punch,11.2,40,80.9,1,Highway,13.2,Uphill,0.9,20.1,24
RT_LOG_01170,USR_DRV_08,EV_09,Tata Punch,64.6,40,97.3,1,Highway,6.6,Flat,0.88,120.1,130.9
RT_LOG_01171,USR_DRV_10,EV_02,Tata Punch,20.6,40,29.4,1,City,35.2,Downhill,0.92,55.4,69
RT_LOG_01172,USR_DRV_08,EV_10,Tata Punch,87.7,40,52.6,1,City,29.8,Flat,0.76,31.2,213.3
RT_LOG_01173,USR_DRV_06,EV_02,Tata Punch,36.3,40,106.1,1,Highway,36.4,Uphill,0.81,104,53.5
RT_LOG_01174,USR_DRV_04,EV_05,Mahindra XUV 3XO EV,50.1,39.4,28,1,City,33.4,Flat,0.76,116.8,158.5
RT_LOG_01175,USR_DRV_06,EV_07,MG Windsor,77.8,52.9,48.8,0,City,17.3,Downhill,0.86,121.7,365.5
RT_LOG_01176,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,19.1,39.4,40.6,1,City,28,Downhill,0.76,60.5,68.9
RT_LOG_01177,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,40.3,39.4,110.3,0,Highway,40.5,Uphill,0.7,32.5,73.9
RT_LOG_01178,USR_DRV_09,EV_09,Tata Punch,36.7,40,30.9,0,City,12.3,Flat,0.91,137.6,117.1
RT_LOG_01179,USR_DRV_05,EV_03,Tata Punch,74.4,40,87.9,1,Highway,8.8,Downhill,0.94,133.7,220.2
RT_LOG_01180,USR_DRV_10,EV_02,Tata Punch,39.1,40,32.7,0,City,14.1,Flat,0.9,44.7,125.7
RT_LOG_01181,USR_DRV_04,EV_04,MG Windsor,88.8,52.9,99.2,0,Highway,10.4,Uphill,0.77,8,182.9
RT_LOG_01182,USR_DRV_08,EV_07,MG Windsor,60.1,52.9,31.5,1,City,28.2,Uphill,0.92,107.5,174.9
RT_LOG_01183,USR_DRV_05,EV_07,MG Windsor,43.3,52.9,27.8,1,City,7.9,Downhill,0.74,129.7,139.5
RT_LOG_01184,USR_DRV_04,EV_09,Tata Punch,62.1,40,54.2,1,City,24.8,Flat,0.94,92.6,187.4
RT_LOG_01185,USR_DRV_09,EV_04,MG Windsor,51.9,52.9,33.4,1,City,23.4,Uphill,0.72,149.4,113.4
RT_LOG_01186,USR_DRV_08,EV_09,Tata Punch,68.5,40,91.4,0,Highway,7.4,Uphill,0.72,109.2,96.5
RT_LOG_01187,USR_DRV_01,EV_10,Tata Punch,54.2,40,54.4,0,City,29.5,Uphill,0.86,102.8,125.6
RT_LOG_01188,USR_DRV_10,EV_09,Tata Punch,95.2,40,45.7,1,City,36.9,Downhill,0.72,114.4,239.5
RT_LOG_01189,USR_DRV_02,EV_10,Tata Punch,15.7,40,102.9,0,Highway,14.2,Downhill,0.93,148.5,50.7
RT_LOG_01190,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,75.6,39.4,74,1,Highway,26.2,Downhill,0.82,64.1,287.3
RT_LOG_01191,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,26.5,39.4,86,1,Highway,37.5,Uphill,0.73,42.8,53.2
RT_LOG_01192,USR_DRV_06,EV_02,Tata Punch,40.6,40,36,0,City,37.5,Flat,0.99,13.6,136.8
RT_LOG_01193,USR_DRV_03,EV_01,MG Windsor,96.7,52.9,15.2,1,City,16.3,Downhill,0.87,129.6,404.1
RT_LOG_01194,USR_DRV_04,EV_10,Tata Punch,54.8,40,54,0,City,37.3,Flat,0.88,88.2,167.8
RT_LOG_01195,USR_DRV_03,EV_09,Tata Punch,23.4,40,71.4,0,Highway,39.6,Flat,0.94,50.2,68.9
RT_LOG_01196,USR_DRV_06,EV_03,Tata Punch,63.1,40,51,1,City,12.1,Flat,1,138.4,195
RT_LOG_01197,USR_DRV_09,EV_07,MG Windsor,80.6,52.9,41.7,0,City,17.5,Uphill,0.74,144.3,210.8
RT_LOG_01198,USR_DRV_07,EV_01,MG Windsor,42.2,52.9,106.5,0,Highway,36.4,Flat,0.9,51.5,138.7
