vehicle_id,driver_id,trip_id,manufacturer,car_model,manufacturing_year,vehicle_age_years,vehicle_weight_kg,battery_capacity_kwh,max_range_km,motor_power_kw,max_power_bhp,odometer_km,current_battery_percent,state_of_charge_soc,state_of_health_soh,battery_voltage,battery_temperature_c,battery_cycle_count,charging_status,charging_type,charging_power_kw,charging_duration_min,regenerative_braking_kwh,energy_consumed_kwh,energy_efficiency_wh_per_km,estimated_remaining_range_km,current_speed_kmph,average_speed_kmph,acceleration_rate,harsh_braking_count,sharp_turn_count,idle_time_minutes,brake_usage_frequency,driving_mode,driver_behavior_score,cruise_control_usage,trip_distance_km,trip_duration_min,start_city,destination_city,road_type,traffic_level,elevation_gain_m,avg_gradient_percent,stops_count,route_risk_score,outside_temperature_c,humidity_percent,weather_condition,wind_speed_kmph,road_condition,air_conditioning_usage,heater_usage,season,maintenance_status,maintenance_required,last_service_days,tire_pressure_psi,brake_health_percent,motor_temperature_c,inverter_temperature_c,error_codes_count,downtime_hours,in_garage_or_running,timestamp,hour,day_of_week,weekend_flag,month,quarter,trip_feasible,failure_risk_score,charging_time_remaining_min,anomaly_flag
EV_0002,DRV_007,TRIP_001993,Mahindra,XUV BXO EV,2020,6,1400,40.0,456,100.0,148.0,212303.12,71.3,71.3,82.59,696.76,46.3,1057,0,Slow AC,6.69,358.74,7.4,0.86,181.14,323.08,87.87,86.81,6.25,2,3,13.71,0.41,Sport,72.75,0,4.74,3.28,Chennai,Mumbai,Mixed,Medium,933.26,14.19,3,55.73,40.9,77.03,Sunny,45.13,Good,1,0,Winter,Good,0,321,33.41,85.0,66.15,58.96,7,7.96,Running,2026-11-10 02:42:02,2,Tuesday,0,11,4,1,16.35,102.96,0
EV_0015,DRV_001,TRIP_001994,MG,Windsor EV,2021,5,1800,52.9,449,100.0,134.0,68362.42,86.41,86.41,84.31,544.77,33.47,1423,0,DC Fast,67.81,46.81,2.81,20.9,132.22,528.18,16.46,13.65,6.85,7,4,12.21,0.43,Normal,59.45,0,158.08,694.86,Coimbatore,Kochi,City,Medium,617.28,0.24,14,87.8,25.23,74.87,Sunny,25.08,Good,0,0,Winter,Good,0,351,32.81,79.5,52.18,39.73,3,104.07,Running,2026-01-31 22:54:30,22,Saturday,1,1,1,1,13.8,6.36,0
EV_0018,DRV_006,TRIP_001995,Tata,Punch EV,2024,2,1300,40.0,350,95.0,127.0,36511.99,11.69,11.69,85.38,480.15,30.98,2654,0,DC Fast,247.74,9.69,0.98,1.59,160.61,45.85,88.77,87.79,7.24,16,9,12.11,0.35,Eco,32.78,1,9.87,6.75,Bangalore,Mumbai,Highway,Medium,2338.23,12.19,5,95.62,21.09,43.83,Cloudy,43.68,Good,0,0,Monsoon,Good,0,189,28.99,72.0,46.64,38.79,8,65.07,Garage,2026-08-23 05:39:17,5,Sunday,1,8,3,1,17.66,8.56,0
EV_0016,DRV_002,TRIP_001996,Mahindra,BE 6,2021,5,1950,59.0,683,170.0,228.0,166090.97,86.82,86.82,89.45,681.3,35.47,138,0,DC Fast,223.16,15.86,11.87,2.97,180.87,590.13,46.84,35.3,7.2,1,0,13.61,0.58,Eco,76.4,0,16.43,27.93,Mumbai,Delhi,Mixed,Medium,596.36,5.04,5,90.2,27.31,90.04,Rainy,35.28,Wet,0,0,Summer,Good,0,233,25.24,88.5,42.34,41.44,3,60.78,Running,2025-03-27 10:24:55,10,Thursday,0,3,1,1,10.26,2.09,0
EV_0008,DRV_010,TRIP_001997,Tata,Curvv EV,2019,7,1500,55.0,502,123.0,165.0,28169.98,7.95,7.95,82.41,675.37,33.68,898,1,Slow AC,6.94,475.5,7.01,6.82,211.61,33.95,126.24,123.86,3.2,4,8,9.95,0.66,Sport,70.4,1,32.23,15.61,Mumbai,Hyderabad,Highway,Medium,1351.43,12.07,3,86.88,26.6,81.02,Sunny,34.4,Good,0,0,Monsoon,Good,0,307,33.39,80.0,38.96,48.09,5,113.36,Running,2026-07-05 20:33:23,20,Sunday,1,7,3,1,16.65,437.7,0
EV_0017,DRV_007,TRIP_001998,Mahindra,XUV BXO EV,2025,1,1400,40.0,456,100.0,148.0,29005.06,75.18,75.18,89.03,558.18,42.29,2242,0,Fast AC,21.2,113.21,12.96,15.49,216.15,285.49,115.95,83.51,2.28,8,3,9.44,0.39,Sport,72.66,1,71.67,51.49,Hyderabad,Mumbai,Highway,Medium,890.96,14.36,3,50.44,34.51,51.1,Rainy,42.12,Wet,1,0,Winter,Good,0,284,31.99,86.0,60.24,53.13,10,137.21,Running,2026-01-25 22:18:15,22,Sunday,1,1,1,1,14.24,28.1,0
EV_0016,DRV_007,TRIP_001999,Mahindra,XUV BXO EV,2021,5,1400,40.0,456,100.0,148.0,123019.96,89.8,89.8,81.22,490.56,35.64,2195,1,Slow AC,4.21,570.07,5.53,7.03,138.31,532.92,40.29,34.38,3.57,4,1,88.43,0.9,Normal,79.79,0,50.82,88.69,Bangalore,Pune,City,High,364.28,1.4,11,16.73,27.63,49.3,Cloudy,11.4,Good,0,0,Winter,Good,0,141,27.54,84.0,53.02,44.12,1,77.69,Running,2025-12-17 20:45:27,20,Wednesday,0,12,4,1,11.95,58.15,0
EV_0001,DRV_007,TRIP_002000,MG,ZS EV,2022,4,1540,50.3,461,129.0,174.33,117442.76,44.84,44.84,88.79,525.63,41.04,803,0,Fast AC,10.17,296.76,6.91,12.83,190.17,195.66,70.93,68.52,1.85,13,14,9.26,0.36,Normal,47.45,0,67.44,59.05,Kochi,Kochi,Mixed,Medium,627.03,13.1,1,64.02,31.3,83.52,Sunny,0.03,Good,1,0,Winter,Good,0,33,32.97,72.5,56.51,55.29,5,31.64,Garage,2025-12-28 05:57:32,5,Sunday,1,12,4,1,15.43,163.69,0
EV_0016,DRV_003,TRIP_002001,Mahindra,XEV 9S,2021,5,2150,79.0,679,210.0,282.0,125744.27,14.27,14.27,81.79,313.99,36.88,2052,1,DC Fast,338.92,13.99,1.0,28.85,227.79,76.57,106.58,95.91,3.82,11,12,1.02,0.26,Eco,48.54,1,126.63,79.22,Pune,Hyderabad,Highway,Low,2174.01,3.66,2,80.79,29.85,44.52,Sunny,14.84,Good,0,0,Winter,Good,0,315,37.93,73.5,55.0,48.01,6,60.58,Running,2025-10-14 11:30:08,11,Tuesday,0,10,4,0,18.18,11.99,0
EV_0014,DRV_005,TRIP_002002,Tata,Curvv EV,2020,6,1500,55.0,502,123.0,165.0,23113.43,54.03,54.03,85.1,519.67,13.74,724,0,Slow AC,6.45,511.63,3.92,2.35,108.55,449.76,18.48,17.81,5.51,8,9,3.65,0.3,Normal,53.97,0,21.65,72.94,Delhi,Kochi,City,Low,1217.57,6.41,28,71.88,11.81,44.67,Sunny,46.44,Good,0,1,Monsoon,Good,0,12,37.14,76.0,21.36,27.09,1,195.57,Running,2026-06-26 16:04:00,16,Friday,0,6,2,1,13.48,235.2,0
EV_0005,DRV_006,TRIP_002003,Tata,Punch EV,2023,3,1300,40.0,350,95.0,127.0,113705.8,34.84,34.84,87.52,456.66,38.13,1619,1,Fast AC,18.41,130.36,8.42,10.32,132.05,166.22,48.61,42.7,5.01,17,10,14.76,0.87,Sport,35.97,0,78.14,109.8,Mumbai,Kochi,City,Medium,2272.94,5.38,12,26.48,31.23,72.78,Stormy,45.99,Damaged,1,0,Winter,Good,0,345,28.52,68.5,47.43,42.18,2,46.2,Running,2025-01-06 15:02:48,15,Monday,0,1,1,1,14.0,84.94,0
EV_0014,DRV_003,TRIP_002004,Mahindra,BE 6,2021,5,1950,59.0,683,170.0,228.0,95963.97,82.6,82.6,84.57,401.61,45.63,1358,0,Slow AC,7.0,505.71,10.57,13.37,203.98,497.84,65.99,53.93,2.18,0,14,5.78,0.82,Sport,72.46,0,65.54,72.92,Coimbatore,Mumbai,Mixed,Medium,643.2,11.08,4,14.61,34.46,72.14,Sunny,35.38,Good,1,0,Summer,Good,0,132,33.74,90.0,51.37,60.36,3,152.7,Running,2026-04-04 15:12:53,15,Saturday,1,4,2,1,11.11,87.99,0
EV_0009,DRV_003,TRIP_002005,Tata,Curvv EV,2024,2,1500,55.0,502,123.0,165.0,246036.84,49.71,49.71,85.04,337.07,34.43,2740,0,Slow AC,4.8,687.5,4.4,13.74,197.5,227.43,119.1,98.67,2.61,11,0,9.67,0.85,Eco,70.17,1,69.56,42.3,Bangalore,Delhi,Highway,Medium,1394.85,12.75,1,21.88,20.97,72.64,Sunny,34.92,Good,0,0,Summer,Good,0,101,31.52,79.5,40.76,39.0,2,165.67,Running,2025-03-16 04:46:09,4,Sunday,1,3,1,1,11.36,345.74,0
EV_0016,DRV_008,TRIP_002006,Mahindra,BE 6,2025,1,1950,59.0,683,170.0,228.0,79910.26,55.43,55.43,86.79,597.46,50.41,2373,0,DC Fast,64.82,54.61,10.16,7.56,258.33,263.79,126.33,101.57,1.48,14,4,14.82,0.42,Sport,61.56,1,29.25,17.28,Delhi,Pune,Highway,Medium,1769.68,5.08,2,91.5,43.59,32.6,Sunny,1.97,Good,1,0,Monsoon,Good,0,267,32.4,77.0,56.07,54.78,1,39.06,Running,2026-07-18 00:13:39,0,Saturday,1,7,3,1,10.3,24.34,0
EV_0002,DRV_008,TRIP_002007,Tata,Curvv EV,2019,7,1500,55.0,502,123.0,165.0,7174.21,37.13,37.13,81.01,443.95,44.44,1248,1,Fast AC,16.81,196.31,13.93,17.59,158.52,211.65,56.28,43.85,3.66,14,4,8.83,0.77,Eco,55.02,0,110.98,151.85,Hyderabad,Mumbai,City,Medium,1071.3,8.18,20,24.21,34.83,63.11,Sunny,35.89,Good,1,0,Winter,Good,0,228,32.15,65.0,51.51,47.73,3,46.46,Running,2025-01-25 07:24:47,7,Saturday,1,1,1,1,19.25,123.42,0
EV_0005,DRV_001,TRIP_002008,Mahindra,XUV BXO EV,2024,2,1400,40.0,456,100.0,148.0,12940.18,96.02,96.02,87.8,779.75,33.19,2049,0,Fast AC,17.33,138.49,5.12,8.99,122.75,642.06,30.13,26.71,4.67,12,14,13.16,0.66,Normal,40.99,0,73.26,164.57,Pune,Bangalore,City,Medium,47.43,14.05,5,82.64,23.85,70.76,Sunny,19.91,Good,0,0,Monsoon,Good,0,101,37.85,78.0,41.92,46.01,6,92.92,Running,2026-08-05 09:49:13,9,Wednesday,0,8,3,1,14.05,5.51,0
EV_0008,DRV_003,TRIP_002009,Mahindra,XEV 9S,2019,7,2150,79.0,679,210.0,282.0,51950.67,9.65,9.65,83.75,548.99,41.46,325,0,Slow AC,3.26,1453.99,1.45,12.89,189.06,62.38,26.9,22.1,7.45,4,4,9.22,0.79,Eco,63.65,0,68.19,185.13,Hyderabad,Chennai,City,Medium,190.43,9.26,6,32.66,39.73,47.07,Sunny,44.68,Good,1,0,Monsoon,Good,0,347,30.96,80.0,49.45,46.27,0,44.07,Running,2026-06-17 15:31:21,15,Wednesday,0,6,2,0,12.56,1313.68,0
EV_0017,DRV_005,TRIP_002010,Tata,Curvv EV,2021,5,1500,55.0,502,123.0,165.0,1279.14,80.69,80.69,85.0,730.5,46.2,920,0,Fast AC,19.95,165.41,11.05,4.12,140.43,519.2,37.61,35.45,7.83,13,14,8.04,0.56,Normal,29.51,0,29.35,49.68,Delhi,Hyderabad,City,Medium,167.76,2.22,29,15.36,41.6,50.39,Rainy,25.73,Wet,1,0,Summer,Good,0,261,37.04,70.5,54.35,57.87,0,12.72,Running,2025-05-10 14:06:56,14,Saturday,1,5,2,1,13.62,31.94,0
EV_0018,DRV_010,TRIP_002011,Tata,Punch EV,2024,2,1300,40.0,350,95.0,127.0,25227.68,63.56,63.56,95.66,499.43,28.71,85,0,Fast AC,9.25,259.46,8.57,5.41,123.06,325.39,42.66,29.92,1.96,10,8,42.44,0.41,Sport,62.12,0,43.94,88.11,Bangalore,Hyderabad,City,High,2188.37,3.71,23,53.38,20.18,67.52,Sunny,35.48,Good,0,0,Winter,Good,0,307,32.92,81.0,40.53,42.63,6,53.59,Running,2026-02-20 18:09:34,18,Friday,0,2,1,1,11.34,94.55,0
EV_0018,DRV_006,TRIP_002012,Mahindra,XUV BXO EV,2021,5,1400,40.0,456,100.0,148.0,167760.05,49.51,49.51,87.42,446.3,40.7,646,0,Fast AC,20.71,115.89,3.82,1.98,162.33,250.34,44.91,31.66,8.0,8,11,5.64,0.25,Normal,43.5,0,12.17,23.06,Chennai,Bangalore,City,Medium,5.95,9.25,10,32.53,33.99,67.47,Sunny,27.59,Good,1,0,Summer,Good,0,111,28.77,78.0,52.72,45.48,9,127.59,Running,2026-03-06 10:11:31,10,Friday,0,3,1,1,17.89,58.51,0
EV_0001,DRV_002,TRIP_002013,Mahindra,XUV BXO EV,2019,7,1400,40.0,456,100.0,148.0,225866.55,39.78,39.78,78.02,767.17,41.52,1996,1,Slow AC,5.87,408.86,11.41,1.67,207.48,157.37,102.63,82.13,7.48,11,1,8.23,0.9,Normal,54.06,1,8.03,5.87,Delhi,Kochi,Highway,Medium,375.46,6.91,4,31.96,32.37,73.28,Rainy,47.33,Wet,1,0,Summer,Good,0,111,30.13,69.5,57.43,50.88,0,181.22,Running,2025-04-21 12:04:49,12,Monday,0,4,2,1,16.62,246.22,0
EV_0017,DRV_010,TRIP_002014,Mahindra,XEV 9S,2019,7,2150,79.0,679,210.0,282.0,91895.49,73.93,73.93,84.8,638.44,18.04,300,1,DC Fast,290.44,16.32,12.07,2.81,214.05,422.13,88.37,70.74,5.71,9,1,19.65,0.64,Normal,63.37,1,13.12,11.13,Delhi,Delhi,Highway,Medium,756.47,9.29,2,99.57,10.89,52.63,Foggy,49.93,Wet,0,1,Winter,Good,0,33,33.38,72.5,29.92,23.72,3,190.19,Running,2026-10-17 01:18:02,1,Saturday,1,10,4,1,16.43,4.25,0
EV_0013,DRV_009,TRIP_002015,Tata,Curvv EV,2021,5,1500,55.0,502,123.0,165.0,241201.04,76.48,76.48,81.24,488.0,29.73,2189,0,DC Fast,190.36,17.34,4.83,1.79,140.17,493.03,38.7,29.99,7.23,20,3,14.37,0.34,Sport,33.81,0,12.79,25.59,Hyderabad,Pune,City,Medium,2036.04,4.75,22,31.97,26.26,50.08,Sunny,16.48,Good,0,0,Winter,Warning,0,331,34.06,60.0,41.5,36.18,8,53.06,Running,2025-12-15 02:45:41,2,Monday,0,12,4,1,23.19,4.08,0
EV_0010,DRV_008,TRIP_002016,Mahindra,XUV BXO EV,2018,8,1400,40.0,456,100.0,148.0,197785.41,76.17,76.17,73.57,552.97,41.0,2607,0,Fast AC,14.13,169.85,12.36,46.68,140.07,446.35,26.56,19.57,7.81,20,0,1.59,0.56,Normal,36.57,0,333.29,1021.84,Chennai,Hyderabad,City,Low,1378.31,1.0,11,67.23,34.15,61.18,Stormy,10.06,Damaged,1,0,Winter,Warning,0,265,37.66,54.0,56.61,54.92,6,6.42,Garage,2025-11-24 12:49:31,12,Monday,0,11,4,1,26.61,40.48,0
EV_0013,DRV_005,TRIP_002017,Mahindra,XEV 9S,2026,0,2150,79.0,679,210.0,282.0,204420.71,97.93,97.93,95.5,640.65,31.13,1124,0,Fast AC,19.5,243.08,10.78,2.86,144.71,827.1,15.87,11.31,2.17,1,2,19.4,0.89,Eco,88.49,0,19.76,104.83,Coimbatore,Coimbatore,City,Medium,1263.58,10.55,7,34.54,22.61,49.2,Cloudy,56.41,Good,0,0,Summer,Good,0,237,26.98,98.5,41.24,43.96,2,67.27,Running,2026-04-04 04:00:16,4,Saturday,1,4,2,1,3.0,5.03,0
EV_0004,DRV_007,TRIP_002018,MG,ZS EV,2019,7,1540,50.3,461,129.0,174.33,110934.33,94.82,94.82,78.66,654.37,39.02,1835,0,Fast AC,17.85,169.08,9.07,1.5,159.45,493.46,78.57,67.82,5.37,2,3,75.94,0.99,Normal,75.39,1,9.39,8.31,Hyderabad,Coimbatore,Highway,High,2475.81,11.45,2,14.15,28.96,69.62,Sunny,12.81,Good,0,0,Monsoon,Good,0,200,33.99,83.0,57.1,43.99,8,99.48,Running,2026-09-13 19:11:30,19,Sunday,1,9,3,1,19.09,8.76,0
EV_0017,DRV_007,TRIP_002019,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,73742.54,38.09,38.09,91.96,444.64,39.59,1509,0,DC Fast,141.04,17.02,12.03,1.05,129.3,185.59,71.82,70.45,2.74,18,6,17.79,0.12,Normal,46.78,1,8.14,6.93,Coimbatore,Kochi,Highway,Medium,2145.94,6.99,5,21.92,29.23,56.92,Sunny,54.16,Good,0,0,Summer,Good,0,82,38.86,71.0,48.34,52.45,3,32.22,Garage,2025-04-26 03:06:05,3,Saturday,1,4,2,1,12.01,10.54,0
EV_0016,DRV_001,TRIP_002020,Tata,Harrier EV,2023,3,2300,75.0,622,175.0,390.0,128604.42,52.29,52.29,90.7,669.89,32.76,826,0,DC Fast,313.62,14.35,1.86,33.55,190.28,307.67,39.79,32.3,3.06,8,11,8.08,0.91,Normal,58.32,0,176.32,327.53,Pune,Hyderabad,City,Medium,403.74,11.27,39,20.42,28.34,45.25,Sunny,29.07,Good,0,0,Winter,Good,0,302,34.08,82.0,50.41,38.27,1,85.56,Running,2025-11-25 01:01:21,1,Tuesday,0,11,4,1,9.07,6.85,0
EV_0011,DRV_008,TRIP_002021,Tata,Punch EV,2023,3,1300,40.0,350,95.0,127.0,170080.55,31.09,31.09,89.88,585.29,36.23,1030,1,Slow AC,6.16,389.61,11.74,1.27,148.73,131.69,47.13,46.47,7.04,7,5,1.88,0.5,Eco,57.38,0,8.54,11.03,Pune,Hyderabad,Mixed,Low,2197.66,1.21,2,92.69,30.34,66.93,Sunny,43.08,Good,1,0,Winter,Good,0,199,33.47,83.5,46.48,42.52,2,189.09,Running,2026-12-24 05:27:34,5,Thursday,0,12,4,1,9.66,268.48,0
EV_0005,DRV_002,TRIP_002022,Tata,Punch EV,2019,7,1300,40.0,350,95.0,127.0,242681.71,1.87,1.87,74.64,431.09,42.51,2840,1,Slow AC,4.66,515.02,1.24,7.57,182.19,6.47,136.75,128.05,6.95,10,8,39.12,0.34,Eco,47.15,1,41.53,19.46,Pune,Chennai,Highway,High,1493.54,12.06,3,76.65,29.57,62.96,Sunny,23.37,Good,0,0,Summer,Warning,0,281,38.09,71.0,59.6,45.76,6,176.54,Running,2026-04-25 17:32:53,17,Saturday,1,4,2,0,21.59,505.39,0
EV_0007,DRV_001,TRIP_002023,Tata,Curvv EV,2021,5,1500,55.0,502,123.0,165.0,89865.73,72.62,72.62,87.22,631.85,34.85,695,0,Slow AC,4.12,800.97,5.99,0.9,181.58,361.38,59.45,43.84,5.59,14,5,19.59,0.6,Eco,47.73,0,4.96,6.79,Mumbai,Pune,City,Medium,1031.98,2.6,35,66.69,30.53,69.52,Rainy,37.72,Wet,1,0,Monsoon,Good,0,221,28.23,69.0,54.83,38.55,6,162.07,Running,2025-07-27 00:14:06,0,Sunday,1,7,3,1,17.95,219.31,0
EV_0008,DRV_005,TRIP_002024,Tata,Curvv EV,2020,6,1500,55.0,502,123.0,165.0,183041.68,83.45,83.45,82.56,356.83,37.96,1360,0,Fast AC,11.02,299.46,7.44,37.25,199.74,377.52,139.45,106.68,4.44,4,11,5.96,0.09,Sport,62.18,1,186.48,104.88,Pune,Chennai,Highway,Medium,872.22,7.93,2,93.57,25.58,69.37,Sunny,16.03,Good,0,0,Winter,Good,0,55,36.56,82.0,57.61,42.83,6,8.79,Garage,2025-11-21 02:32:06,2,Friday,0,11,4,1,16.36,49.56,0
EV_0001,DRV_009,TRIP_002025,Tata,Punch EV,2020,6,1300,40.0,350,95.0,127.0,184031.75,60.47,60.47,87.67,434.6,42.63,82,0,Slow AC,4.95,484.85,6.37,54.93,172.38,221.0,71.16,70.61,7.45,20,14,10.02,0.73,Normal,16.65,1,318.64,270.76,Chennai,Coimbatore,Highway,Medium,1748.99,0.97,1,12.16,33.84,68.02,Rainy,47.93,Wet,1,0,Summer,Warning,0,86,28.88,58.0,59.45,56.96,8,88.83,Garage,2026-04-24 06:56:01,6,Friday,0,4,2,0,22.58,191.66,0
EV_0016,DRV_008,TRIP_002026,Tata,Harrier EV,2020,6,2300,75.0,622,175.0,390.0,44063.51,68.76,68.76,82.58,377.52,32.91,1356,0,Slow AC,4.93,912.78,4.5,19.18,272.42,282.59,137.45,121.51,6.77,4,15,6.52,0.89,Eco,49.19,1,70.42,34.77,Bangalore,Delhi,Highway,Medium,1214.03,7.47,5,75.04,19.0,61.4,Cloudy,59.46,Good,0,0,Summer,Good,0,200,30.37,82.0,47.18,44.15,8,17.99,Running,2026-04-12 04:13:18,4,Sunday,1,4,2,1,17.86,285.15,0
EV_0020,DRV_001,TRIP_002027,Mahindra,XUV BXO EV,2019,7,1400,40.0,456,100.0,148.0,145604.62,62.12,62.12,85.02,625.56,28.4,246,1,Slow AC,3.67,653.95,2.44,6.86,123.31,413.5,34.46,32.35,5.06,4,8,5.55,0.3,Normal,64.82,0,55.66,103.23,Bangalore,Mumbai,City,Medium,284.93,10.9,14,2.25,25.11,45.9,Sunny,52.22,Good,0,0,Winter,Good,0,152,34.02,80.0,38.95,34.64,3,162.26,Running,2025-01-09 16:06:50,16,Thursday,0,1,1,1,14.5,247.72,0
EV_0016,DRV_004,TRIP_002028,MG,Comet EV,2025,1,815,17.3,230,41.42,41.42,36359.91,27.58,27.58,90.11,681.73,41.78,1973,0,Slow AC,6.57,157.99,11.26,7.33,152.93,74.66,104.48,81.13,4.24,3,13,0.89,0.58,Eco,61.78,1,47.9,35.42,Pune,Coimbatore,Highway,Low,2345.47,7.03,0,93.66,33.1,45.78,Sunny,53.83,Good,1,0,Winter,Good,0,297,39.52,93.5,60.46,50.34,10,68.98,Running,2026-11-26 01:53:13,1,Thursday,0,11,4,1,12.1,114.42,0
EV_0016,DRV_002,TRIP_002029,Tata,Curvv EV,2024,2,1500,55.0,502,123.0,165.0,15508.5,65.76,65.76,89.2,359.0,35.73,1699,0,Fast AC,16.75,197.01,13.6,7.82,182.95,324.79,87.46,86.69,5.45,14,13,3.04,0.57,Eco,36.15,0,42.76,29.6,Kochi,Pune,Mixed,Low,32.96,11.49,2,66.69,29.94,91.21,Sunny,34.27,Good,0,0,Winter,Good,0,311,36.89,75.0,45.77,40.02,0,64.29,Running,2026-01-21 13:16:50,13,Wednesday,0,1,1,1,9.95,67.46,0
EV_0013,DRV_009,TRIP_002030,Tata,Harrier EV,2018,8,2300,75.0,622,175.0,390.0,40453.28,31.08,31.08,83.52,649.53,41.03,121,0,DC Fast,213.44,21.08,9.04,10.33,183.02,190.13,30.5,25.07,1.88,19,11,31.22,0.35,Normal,39.86,0,56.43,135.05,Delhi,Delhi,City,High,293.32,2.05,14,50.64,34.11,26.32,Sunny,30.06,Good,1,0,Monsoon,Warning,0,145,29.68,55.5,47.28,53.4,2,77.99,Running,2025-08-29 07:05:29,7,Friday,0,8,3,1,20.75,14.53,0
EV_0013,DRV_006,TRIP_002031,MG,ZS EV,2020,6,1540,50.3,461,129.0,174.33,166694.07,98.07,98.07,86.36,359.69,34.79,411,1,DC Fast,334.91,9.01,5.75,28.2,183.96,442.37,85.38,77.51,1.69,18,2,9.16,0.43,Normal,55.93,1,153.27,118.65,Hyderabad,Mumbai,Highway,Medium,101.06,5.85,2,42.0,25.34,51.1,Rainy,5.73,Wet,0,0,Monsoon,Good,0,320,30.94,61.0,43.44,47.16,3,1.55,Garage,2025-07-20 16:42:28,16,Sunday,1,7,3,1,18.41,0.17,0
EV_0015,DRV_001,TRIP_002032,MG,ZS EV,2024,2,1540,50.3,461,129.0,174.33,16435.97,72.06,72.06,94.87,525.54,41.54,255,0,Slow AC,6.84,441.23,11.35,8.93,159.36,375.22,58.81,46.65,0.57,3,10,15.86,0.35,Sport,77.29,0,56.05,72.09,Coimbatore,Hyderabad,City,Medium,994.5,1.89,36,40.49,35.56,46.25,Rainy,56.87,Wet,1,0,Winter,Good,0,301,28.61,91.5,60.9,51.68,10,86.56,Running,2026-01-06 10:21:31,10,Tuesday,0,1,1,1,11.91,123.28,0
EV_0011,DRV_001,TRIP_002033,Mahindra,XUV BXO EV,2024,2,1400,40.0,456,100.0,148.0,222648.66,17.7,17.7,83.47,642.53,44.71,2953,1,Slow AC,3.78,634.92,2.51,11.26,138.6,104.82,40.44,30.51,1.73,4,13,3.45,0.49,Eco,67.31,0,81.27,159.82,Chennai,Bangalore,City,Low,1312.88,9.93,5,74.51,38.57,79.08,Sunny,17.87,Good,1,0,Winter,Good,0,259,29.57,90.0,64.0,48.74,0,48.13,Running,2026-12-20 03:30:06,3,Sunday,1,12,4,1,7.63,522.54,0
EV_0013,DRV_006,TRIP_002034,Mahindra,XEV 9S,2025,1,2150,79.0,679,210.0,282.0,132421.96,56.46,56.46,92.29,300.65,31.31,1427,1,Slow AC,5.21,909.79,8.14,10.29,232.75,296.48,103.83,90.41,7.15,19,14,15.47,0.36,Sport,19.55,1,44.2,29.33,Hyderabad,Delhi,Highway,Medium,443.03,2.14,4,30.22,25.24,40.67,Sunny,17.86,Good,0,0,Monsoon,Good,0,113,31.1,69.5,39.51,41.57,3,134.82,Running,2026-07-28 20:49:09,20,Tuesday,0,7,3,1,12.3,396.12,0
EV_0017,DRV_009,TRIP_002035,Tata,Punch EV,2020,6,1300,40.0,350,95.0,127.0,125610.66,57.46,57.46,86.04,773.86,35.68,491,0,Slow AC,6.51,368.66,6.31,3.59,181.44,199.51,120.77,85.92,0.6,9,12,8.24,0.05,Normal,62.2,1,19.79,13.82,Coimbatore,Bangalore,Highway,Medium,820.93,12.53,3,96.06,25.24,45.53,Rainy,1.23,Wet,0,0,Monsoon,Good,0,47,39.03,74.5,51.86,47.25,9,112.96,Running,2025-07-31 13:02:24,13,Thursday,0,7,3,1,19.61,156.83,0
EV_0013,DRV_004,TRIP_002036,Tata,Curvv EV,2022,4,1500,55.0,502,123.0,165.0,10186.76,35.87,35.87,80.68,509.7,36.3,2830,1,Slow AC,6.58,501.52,14.27,6.38,154.33,210.02,49.42,40.16,4.58,7,4,71.99,0.79,Normal,66.26,0,41.32,61.73,Kochi,Kochi,Mixed,High,2222.29,8.58,0,84.02,30.08,91.12,Rainy,31.95,Wet,1,0,Winter,Good,0,47,25.85,81.5,54.72,45.38,3,149.75,Running,2026-12-29 18:23:58,18,Tuesday,0,12,4,1,13.7,321.62,0
EV_0016,DRV_003,TRIP_002037,MG,ZS EV,2020,6,1540,50.3,461,129.0,174.33,11781.46,87.74,87.74,79.31,554.51,31.24,2173,0,Slow AC,3.69,817.89,7.04,1.22,126.81,574.14,15.77,14.63,0.53,4,9,0.36,0.55,Normal,76.91,0,9.61,39.41,Kochi,Pune,City,Low,2175.82,13.29,30,37.27,26.1,93.86,Sunny,9.86,Good,0,0,Winter,Good,0,171,33.46,82.0,38.01,41.62,8,139.17,Running,2026-11-05 14:50:33,14,Thursday,0,11,4,1,18.67,100.27,0
EV_0019,DRV_003,TRIP_002038,Tata,Punch EV,2018,8,1300,40.0,350,95.0,127.0,176132.7,32.85,32.85,83.24,449.08,22.89,190,0,Slow AC,4.31,556.84,0.54,2.07,106.04,195.17,26.12,23.03,2.62,4,0,7.32,0.25,Eco,84.14,0,19.51,50.83,Delhi,Chennai,City,Medium,1711.32,13.01,39,40.08,15.54,73.84,Sunny,23.91,Good,0,0,Summer,Good,0,341,33.89,78.0,42.17,35.31,6,172.28,Running,2026-05-26 04:40:47,4,Tuesday,0,5,2,1,18.19,373.92,0
